name	rank_200407	rank_202203	count_200407	count_202203
ROHAN		6831.0		1.0
BRONISZ	8883.0	6832.0	1.0	1.0
ROGOVIN	5798.0	6833.0	1.0	1.0
ROGOLSKY		6834.0		1.0
ROGERS-STOKES	5799.0	6835.0	1.0	1.0
ROGAN	5802.0	6836.0	1.0	1.0
ROEPKE		6837.0		1.0
BRONZO		6838.0		1.0
ROEHL		6839.0		1.0
ROEGNER		6840.0		1.0
ROEBUCK		6841.0		1.0
ROE		6842.0		1.0
RODRIGUEZ-ORELLA		6843.0		1.0
BROOM	8876.0	6844.0	1.0	1.0
ROCCOBERTON		6845.0		1.0
BRORSON		6846.0		1.0
RODLAND		6847.0		1.0
RODIMA-TAYLOR		6848.0		1.0
BROTHERS		6849.0		1.0
BROUILLETTE		6850.0		1.0
BROWN-STEINER		6851.0		1.0
RODAY		6852.0		1.0
BROWNELL-LEE		6853.0		1.0
ROCKMORE	5781.0	6854.0	1.0	1.0
ROCK TULLY	5783.0	6855.0	1.0	1.0
BROZEK		6856.0		1.0
ROCHINO		6857.0		1.0
BRUBAKER	8813.0	6858.0	1.0	1.0
ROHANI		6859.0		1.0
ROHANNA		6860.0		1.0
ROHLF		6861.0		1.0
ROHR		6862.0		1.0
BROADWATER	8893.0	6863.0	1.0	1.0
ROMPREY		6864.0		1.0
ROMINE		6865.0		1.0
ROMIG		6866.0		1.0
ROMEU		6867.0		1.0
BRODEUR	8889.0	6868.0	1.0	1.0
ROME	5739.0	6869.0	1.0	1.0
ROMAR	5741.0	6870.0	1.0	1.0
ROMANS	5743.0	6871.0	1.0	1.0
ROMANO-CLARKE	5746.0	6872.0	1.0	1.0
BRODMAN	8888.0	6873.0	1.0	1.0
ROMANKO		6874.0		1.0
ROMANG	5748.0	6875.0	1.0	1.0
BRODSKY		6876.0		1.0
BRODZIK		6877.0		1.0
ROMAGNA		6878.0		1.0
BROGDON	8885.0	6879.0	1.0	1.0
BROGINI		6880.0		1.0
ROLL	5772.0	6881.0	1.0	1.0
ROLFE		6882.0		1.0
ROLAND		6883.0		1.0
ROJKOVA		6884.0		1.0
ROJAS DURAN		6885.0		1.0
ROJAS		6886.0		1.0
ROISMAN		6887.0		1.0
ROIG		6888.0		1.0
BRONDUM		6889.0		1.0
BRUCATO		6890.0		1.0
BRUM		6891.0		1.0
BUENAFE		6892.0		1.0
RIOLO		6893.0		1.0
RITTNER		6894.0		1.0
RITTER	5978.0	6895.0	1.0	1.0
RITHOLZ	5979.0	6896.0	1.0	1.0
BUDNE	8795.0	6897.0	1.0	1.0
RISSMILLER		6898.0		1.0
RISLEY	5983.0	6899.0	1.0	1.0
RISING		6900.0		1.0
RISH		6901.0		1.0
RISCH	5984.0	6902.0	1.0	1.0
RIPLEY		6903.0		1.0
RIOUX		6904.0		1.0
BUDNIK	8793.0	6905.0	1.0	1.0
BUDRIUS	8792.0	6906.0	1.0	1.0
BUECHEL		6907.0		1.0
ROBSON	5790.0	6908.0	1.0	1.0
RINN	1940.0	6909.0	3.0	1.0
RINICK		6910.0		1.0
RING-ADOR		6911.0		1.0
RING		6912.0		1.0
RINES		6913.0		1.0
RINDONI	6017.0	6914.0	1.0	1.0
RINDONE	1104.0	6915.0	5.0	1.0
BUEHLER	4407.0	6916.0	2.0	1.0
RIMPEL		6917.0		1.0
BUEHLER-PROBST		6918.0		1.0
RIJNBOUT-ST JAMES		6919.0		1.0
BUELT		6920.0		1.0
RIINY		6921.0		1.0
BUDDE		6922.0		1.0
RIVAIS	3390.0	6923.0	2.0	1.0
BUCKLES		6924.0		1.0
RIVEL		6925.0		1.0
ROBINSON-RESNICK		6926.0		1.0
BRUNEAU		6927.0		1.0
BRUNELLE		6928.0		1.0
ROBERTSON MITCHELL		6929.0		1.0
BRUNGER		6930.0		1.0
BRUNNER		6931.0		1.0
ROBERT-RAMIREZ		6932.0		1.0
BRUSYLOV		6933.0		1.0
ROBELOT		6934.0		1.0
BRYANT-CANDILORE	8801.0	6935.0	1.0	1.0
BRYANT-MCKENNEY		6936.0		1.0
ROBBIE		6937.0		1.0
ROBAK	6006.0	6938.0	1.0	1.0
BRYC		6939.0		1.0
ROA		6940.0		1.0
BRYNGELSON		6941.0		1.0
RIZZI	6010.0	6942.0	1.0	1.0
RIZUTKO		6943.0		1.0
RIZOS		6944.0		1.0
RIZOLI		6945.0		1.0
RIZK		6946.0		1.0
BU		6947.0		1.0
RIVKIN	2615.0	6948.0	2.0	1.0
RIVET		6949.0		1.0
BUCHANAN	487.0	6950.0	8.0	1.0
BUCHANAN-BROWN		6951.0		1.0
RIVERA-HERNANDEZ		6952.0		1.0
REDFORD		6953.0		1.0
REDDY		6954.0		1.0
BUSHELL		6955.0		1.0
QUEIOR		6956.0		1.0
QUINTANA		6957.0		1.0
QUINONEZ		6958.0		1.0
QUINNEY	6958.0	6959.0	1.0	1.0
QUINN-JUDGE		6960.0		1.0
CALHOUN	8545.0	6961.0	1.0	1.0
CALICA		6962.0		1.0
CALIENDO	2361.0	6963.0	3.0	1.0
CALIRI	8544.0	6964.0	1.0	1.0
CALISE		6965.0		1.0
CALKIN		6966.0		1.0
QUET		6967.0		1.0
QUESADA CAMBRONERO		6968.0		1.0
CALL		6969.0		1.0
CALLAHAN-LYDON	8540.0	6970.0	1.0	1.0
CALLIOTTE	8538.0	6971.0	1.0	1.0
CALLANAN	8539.0	6972.0	1.0	1.0
QUATIERI	3310.0	6973.0	2.0	1.0
QUAST		6974.0		1.0
QUARTANA		6975.0		1.0
QUALTIERE		6976.0		1.0
QUAGLIA		6977.0		1.0
QUADROS		6978.0		1.0
QUAADGRAS		6979.0		1.0
QIU		6980.0		1.0
QIRAT		6981.0		1.0
QIAO		6982.0		1.0
QI		6983.0		1.0
PYNCHON		6984.0		1.0
QUINTANA GONZALEZ		6985.0		1.0
QUINTON		6986.0		1.0
QUINTUS		6987.0		1.0
CALABRO	2157.0	6988.0	3.0	1.0
RADTKE	1807.0	6989.0	3.0	1.0
RADOSLOVICH		6990.0		1.0
RADOSEVICH		6991.0		1.0
RADOJEVICJEVTIC		6992.0		1.0
RADOCHIA-WARD		6993.0		1.0
CAHALEN		6994.0		1.0
RADHAKRISHNAN		6995.0		1.0
RADFORD	6984.0	6996.0	1.0	1.0
RADEVA		6997.0		1.0
CAHAN	8497.0	6998.0	1.0	1.0
RADANO		6999.0		1.0
RAD-SERECHT		7000.0		1.0
RAD		7001.0		1.0
RACKHAM		7002.0		1.0
RACIN-DAGAN		7003.0		1.0
CAHILL-LYNCH		7004.0		1.0
RACHWAL	6969.0	7005.0	1.0	1.0
CAHILL-ROGERS		7006.0		1.0
RACANELLI		7007.0		1.0
RABUFFETTI		7008.0		1.0
RABSON	6951.0	7009.0	1.0	1.0
CAI		7010.0		1.0
RABOIN	6953.0	7011.0	1.0	1.0
CAILEFF		7012.0		1.0
CAINES		7013.0		1.0
CAIRNS	8524.0	7014.0	1.0	1.0
QURAISHI	3355.0	7015.0	2.0	1.0
PYLES	3313.0	7016.0	2.0	1.0
PYE		7017.0		1.0
RECORDS		7018.0		1.0
PROCTER		7019.0		1.0
PRUESER	1688.0	7020.0	3.0	1.0
PRUDENCIO		7021.0		1.0
CAMOSCIO		7022.0		1.0
PROVINO	6871.0	7023.0	1.0	1.0
PROVANCHER	3613.0	7024.0	2.0	1.0
PROULX		7025.0		1.0
PROTHMANN		7026.0		1.0
CAMPAIGN		7027.0		1.0
PROMSOMBAT		7028.0		1.0
PROKOSCH		7029.0		1.0
PROFICHET BENVENISTE		7030.0		1.0
PROEKT		7031.0		1.0
CAMPION		7032.0		1.0
PROCOPIO-DEMAS	6885.0	7033.0	1.0	1.0
PUTZIG		7034.0		1.0
CAMPISANO	4257.0	7035.0	2.0	1.0
PROCHET		7036.0		1.0
CAMPO		7037.0		1.0
PRIZANT	6930.0	7038.0	1.0	1.0
CAMPOS	8528.0	7039.0	1.0	1.0
CAMUSO		7040.0		1.0
PRITCHARD		7041.0		1.0
CANADA	4263.0	7042.0	2.0	1.0
PRINTEZIS		7043.0		1.0
PRINDLE	3624.0	7044.0	2.0	1.0
CANAS		7045.0		1.0
PRIMMER	3625.0	7046.0	2.0	1.0
PRIMERO		7047.0		1.0
PRUETT		7048.0		1.0
PRUNEAU	3609.0	7049.0	2.0	1.0
CAMIRE		7050.0		1.0
PRYGODA		7051.0		1.0
PUTZ		7052.0		1.0
CALSOLARO		7053.0		1.0
CALUSINE		7054.0		1.0
PUSTELNIK		7055.0		1.0
CALVERT	8535.0	7056.0	1.0	1.0
PUSARA		7057.0		1.0
PURINGTON	3319.0	7058.0	2.0	1.0
PURDY		7059.0		1.0
CAMBRA		7060.0		1.0
PULLMAN	7000.0	7061.0	1.0	1.0
PULLARA	7003.0	7062.0	1.0	1.0
PULCHTOPEK	6949.0	7063.0	1.0	1.0
PUGLIA	6893.0	7064.0	1.0	1.0
CAMCI		7065.0		1.0
PUGATCH	6894.0	7066.0	1.0	1.0
PUFFER	6889.0	7067.0	1.0	1.0
CAME		7068.0		1.0
PUDDESTER		7069.0		1.0
PUDASAINI		7070.0		1.0
PUCK		7071.0		1.0
PUCHRIK		7072.0		1.0
CAMERLO		7073.0		1.0
PSICHOS		7074.0		1.0
PSIAKIS	6904.0	7075.0	1.0	1.0
CAMILLE		7076.0		1.0
PRZYBYLSKI		7077.0		1.0
PRZETAK		7078.0		1.0
RADULSKI	3347.0	7079.0	2.0	1.0
RADVILLE		7080.0		1.0
RADWANSKI		7081.0		1.0
RATHBUN	6720.0	7082.0	1.0	1.0
RAVEN	6741.0	7083.0	1.0	1.0
RAVALSKI		7084.0		1.0
RAUTIOLA	6726.0	7085.0	1.0	1.0
RAUS		7086.0		1.0
RAULERSON		7087.0		1.0
BUSUMA		7088.0		1.0
RAUCHWARGER	6713.0	7089.0	1.0	1.0
RATZERSDORFER		7090.0		1.0
BUTA	8516.0	7091.0	1.0	1.0
RATMANSKI		7092.0		1.0
RATINER	6718.0	7093.0	1.0	1.0
RATIGAN		7094.0		1.0
RATHE		7095.0		1.0
BUTERA		7096.0		1.0
RADZVIN		7097.0		1.0
RASYS		7098.0		1.0
BUTMAN		7099.0		1.0
RASSLER	3260.0	7100.0	2.0	1.0
RASOGIANNI		7101.0		1.0
BUTTARO	2153.0	7102.0	3.0	1.0
BUTTERS	2147.0	7103.0	3.0	1.0
RAPSON	6745.0	7104.0	1.0	1.0
RAPPAPORT	1716.0	7105.0	3.0	1.0
BUURMAN		7106.0		1.0
RAPOSO	6768.0	7107.0	1.0	1.0
BUYER		7108.0		1.0
RAPARTHI		7109.0		1.0
RAPAPORT	6769.0	7110.0	1.0	1.0
RAVENELLE		7111.0		1.0
RAVILLE		7112.0		1.0
RAVINDRAN		7113.0		1.0
RAWDING		7114.0		1.0
BUSHNOE		7115.0		1.0
RECKHOW		7116.0		1.0
BUSKE	8518.0	7117.0	1.0	1.0
REBELO	6833.0	7118.0	1.0	1.0
REARDON-JORGE		7119.0		1.0
BUSSEY		7120.0		1.0
REALE	1228.0	7121.0	4.0	1.0
BUSSIERE		7122.0		1.0
READING	6840.0	7123.0	1.0	1.0
READE	6842.0	7124.0	1.0	1.0
READ		7125.0		1.0
REA		7126.0		1.0
RAZZAGHI		7127.0		1.0
RAZSO		7128.0		1.0
RAZAK		7129.0		1.0
RAZAGHI		7130.0		1.0
RAZA		7131.0		1.0
RAYNER	6728.0	7132.0	1.0	1.0
BUSSONE		7133.0		1.0
RAYMAN		7134.0		1.0
RAYLE	6730.0	7135.0	1.0	1.0
RAYBECK		7136.0		1.0
RAYAMAJHI		7137.0		1.0
BUSTO ITURBIDE		7138.0		1.0
BUSUITO		7139.0		1.0
RAWIZZA	6739.0	7140.0	1.0	1.0
RAWITSCH		7141.0		1.0
BUZZEO		7142.0		1.0
BYLENOK		7143.0		1.0
RANSOM		7144.0		1.0
RAMASAMY		7145.0		1.0
RAMANI		7146.0		1.0
CADMAN	8503.0	7147.0	1.0	1.0
CADOTTE	4096.0	7148.0	2.0	1.0
RALEIGH	6753.0	7149.0	1.0	1.0
RAKOSKE		7150.0		1.0
RAJSKI		7151.0		1.0
RAJAGOPAL		7152.0		1.0
RAJA		7153.0		1.0
CADY		7154.0		1.0
RAINEY	6786.0	7155.0	1.0	1.0
RAIMBAULT		7156.0		1.0
RAILEY		7157.0		1.0
RAILA		7158.0		1.0
RAIKHLINA		7159.0		1.0
CAETANO	8501.0	7160.0	1.0	1.0
RAI	6971.0	7161.0	1.0	1.0
RAHMEH		7162.0		1.0
RAHMAN		7163.0		1.0
CAFFERTY	1462.0	7164.0	4.0	1.0
RAGY		7165.0		1.0
RAGO		7166.0		1.0
RAGAZZINI		7167.0		1.0
RAFTERY		7168.0		1.0
RAFFI	3346.0	7169.0	2.0	1.0
CAGAN-TEUBER	8498.0	7170.0	1.0	1.0
RAFFEL		7171.0		1.0
RAEMY-GARDNER	6977.0	7172.0	1.0	1.0
CADER		7173.0		1.0
RAMASWAMY		7174.0		1.0
BYRON	960.0	7175.0	5.0	1.0
RAMCHANDANI		7176.0		1.0
RANJIT		7177.0		1.0
RANIERI		7178.0		1.0
BYUN		7179.0		1.0
RANGANATHAN		7180.0		1.0
RANGANATH		7181.0		1.0
RANERI		7182.0		1.0
RANE		7183.0		1.0
RANDOLPH	6778.0	7184.0	1.0	1.0
CABALLERO		7185.0		1.0
RANDHAWA		7186.0		1.0
RANDAZZO		7187.0		1.0
CABANISS-KREUTTER		7188.0		1.0
RANCOURT		7189.0		1.0
RANASINGHE		7190.0		1.0
CABRERA MARRERO		7191.0		1.0
CACCAVARO	904.0	7192.0	5.0	1.0
RAMSAY	6776.0	7193.0	1.0	1.0
RAMSAMMY		7194.0		1.0
CACCIOLA	4079.0	7195.0	2.0	1.0
RAMOS LOPEZ		7196.0		1.0
CACERES		7197.0		1.0
RAMON		7198.0		1.0
RAMIREZRAMOS		7199.0		1.0
RAMIREZ-PALACIO		7200.0		1.0
CADDIGAN	2156.0	7201.0	3.0	1.0
RAMESH		7202.0		1.0
CADENA		7203.0		1.0
SHEEHY-BENSINGER		7204.0		1.0
SLATE	1798.0	7205.0	3.0	1.0
SHEETS-POLING		7206.0		1.0
VIDAL GUEIROS		7207.0		1.0
ARMSBY		7208.0		1.0
VICKERS	4308.0	7209.0	2.0	1.0
VICHNIAC		7210.0		1.0
ARMSTRONG-SMITH		7211.0		1.0
VEZNAIAN	4953.0	7212.0	1.0	1.0
VEZINA		7213.0		1.0
VESPRINI		7214.0		1.0
VESELOVA		7215.0		1.0
ARMY		7216.0		1.0
ARNOTT		7217.0		1.0
VERSACKAS	4296.0	7218.0	2.0	1.0
VERROCHI		7219.0		1.0
VERRILLI		7220.0		1.0
ARNOW		7221.0		1.0
AROIAN		7222.0		1.0
VERNES		7223.0		1.0
ARONS	8428.0	7224.0	1.0	1.0
VERHOEVEN	4969.0	7225.0	1.0	1.0
VERHOEF		7226.0		1.0
VERHEUL	4990.0	7227.0	1.0	1.0
VERGUCHT		7228.0		1.0
VERGNANI		7229.0		1.0
VERGITH-HILL		7230.0		1.0
VERGITH	4994.0	7231.0	1.0	1.0
VERGARA		7232.0		1.0
ARONSTEIN		7233.0		1.0
VERDIYAN		7234.0		1.0
VERDERESE	4998.0	7235.0	1.0	1.0
VERCILLO		7236.0		1.0
ARMONY-EREL		7237.0		1.0
ARMITAGE	4516.0	7238.0	2.0	1.0
BACHRACH		7239.0		1.0
VIENS		7240.0		1.0
VITAL	5577.0	7241.0	1.0	1.0
VISZMEG		7242.0		1.0
ARINSBURG-FITZPA		7243.0		1.0
ARIZA		7244.0		1.0
VISCO		7245.0		1.0
VIRAG		7246.0		1.0
VIOLETTE		7247.0		1.0
VINSON		7248.0		1.0
VINNO		7249.0		1.0
ARKO		7250.0		1.0
VINCENS		7251.0		1.0
VINAYAK		7252.0		1.0
VIMALANANDA		7253.0		1.0
ARMANIOUS	8433.0	7254.0	1.0	1.0
ARMBRUSTER	8432.0	7255.0	1.0	1.0
VILLAMIL		7256.0		1.0
VILLALOBOS		7257.0		1.0
VILLA REALE	5558.0	7258.0	1.0	1.0
ARMIT	4505.0	7259.0	2.0	1.0
VILCU		7260.0		1.0
VILBRUN-SEIGNON		7261.0		1.0
VILAIN		7262.0		1.0
VIK-SHEEHY		7263.0		1.0
VIK	5560.0	7264.0	1.0	1.0
VIJAYAKUMAR		7265.0		1.0
VIGOROSO	4271.0	7266.0	2.0	1.0
VIGNEAU		7267.0		1.0
VIGLIOTTE		7268.0		1.0
VIESCA		7269.0		1.0
VERBEEK		7270.0		1.0
VER PLANK	5003.0	7271.0	1.0	1.0
VENUGOPAL		7272.0		1.0
ARROWOOD		7273.0		1.0
VEGA ZAYAS		7274.0		1.0
VEESER	4996.0	7275.0	1.0	1.0
ARTURO		7276.0		1.0
VEATCH	5160.0	7277.0	1.0	1.0
VEARLING		7278.0		1.0
VAZQUEZ-MARTINEZ		7279.0		1.0
ASATEKIN-ALEXIOU		7280.0		1.0
VATZ		7281.0		1.0
ASENCAO	8416.0	7282.0	1.0	1.0
VASSEF		7283.0		1.0
VASSAR		7284.0		1.0
VASQUEZ VERAS		7285.0		1.0
VASQUEZ	4406.0	7286.0	2.0	1.0
VASIOS		7287.0		1.0
VASILYEV		7288.0		1.0
VASILOPOULOS	4403.0	7289.0	2.0	1.0
VASIL	5174.0	7290.0	1.0	1.0
ASFORIS	8414.0	7291.0	1.0	1.0
VARTIGIAN	2207.0	7292.0	3.0	1.0
ASHLINE		7293.0		1.0
VARONE	5167.0	7294.0	1.0	1.0
VAROGLU		7295.0		1.0
ASHRAF		7296.0		1.0
ASHWAY		7297.0		1.0
ASHWOOD		7298.0		1.0
VARGOSKO		7299.0		1.0
VARGHESE		7300.0		1.0
ASIEDU		7301.0		1.0
VAREA MUNOZ		7302.0		1.0
VEGA-ZAGER		7303.0		1.0
VEILLEUX		7304.0		1.0
VEINOT	4372.0	7305.0	2.0	1.0
VENDITTI	4976.0	7306.0	1.0	1.0
VENTRESCO		7307.0		1.0
VENTRESCA		7308.0		1.0
VENTOLA		7309.0		1.0
ARSENAULT SMITH		7310.0		1.0
VENTI-CROWLEY		7311.0		1.0
ARSENAULT-LONGO		7312.0		1.0
VENO		7313.0		1.0
VENKATRAMAN		7314.0		1.0
VENKATARAMAN		7315.0		1.0
ARSHAD		7316.0		1.0
VENEZIANO		7317.0		1.0
VENEZIA	4453.0	7318.0	2.0	1.0
VENDOLA		7319.0		1.0
VENDICE	2444.0	7320.0	3.0	1.0
VEJAR		7321.0		1.0
ARSHAM	8421.0	7322.0	1.0	1.0
VENABLE		7323.0		1.0
VENA	4979.0	7324.0	1.0	1.0
VELOSO		7325.0		1.0
ARSURA		7326.0		1.0
VELLINGA		7327.0		1.0
VELLENGA	4389.0	7328.0	2.0	1.0
VELILLA-DIEZ		7329.0		1.0
VELEZ RIVERA		7330.0		1.0
VELEZ	4911.0	7331.0	1.0	1.0
ARTESSA		7332.0		1.0
VELARDOCCHIA	4925.0	7333.0	1.0	1.0
VEJMOLA		7334.0		1.0
ARIES		7335.0		1.0
ARGYRIS	4587.0	7336.0	2.0	1.0
VITHARANA		7337.0		1.0
ARACHCHI		7338.0		1.0
WALLACH HANSON		7339.0		1.0
WALLACH	5686.0	7340.0	1.0	1.0
ANTUNES		7341.0		1.0
AOUES		7342.0		1.0
APETAUEROVA		7343.0		1.0
WALIA	5692.0	7344.0	1.0	1.0
WALES		7345.0		1.0
APICCO		7346.0		1.0
APIGIAN		7347.0		1.0
APONTE		7348.0		1.0
APOSTOLOPOULOS	2134.0	7349.0	3.0	1.0
APP		7350.0		1.0
WAKIM		7351.0		1.0
WAKEMAN		7352.0		1.0
APPIAH		7353.0		1.0
WAKE		7354.0		1.0
APPLE		7355.0		1.0
APPLEBAUM		7356.0		1.0
APPLEGATE		7357.0		1.0
APPLETON		7358.0		1.0
WAGNER-NUNES		7359.0		1.0
APREA		7360.0		1.0
WAEHLER		7361.0		1.0
APTAKER	8394.0	7362.0	1.0	1.0
AQUIL		7363.0		1.0
WADMOND		7364.0		1.0
AQUILANO		7365.0		1.0
WADE	3787.0	7366.0	2.0	1.0
AQUILINO	8393.0	7367.0	1.0	1.0
WALLENGREN		7368.0		1.0
ANTONUCCI	922.0	7369.0	5.0	1.0
WALLINGFORD	5679.0	7370.0	1.0	1.0
WARKENTIN		7371.0		1.0
ANGUS		7372.0		1.0
WASNIEWSKI		7373.0		1.0
WASNEY		7374.0		1.0
ANIBABA		7375.0		1.0
WASHER		7376.0		1.0
ANIS		7377.0		1.0
ANJOS		7378.0		1.0
ANNESE		7379.0		1.0
WARRINGTON	5710.0	7380.0	1.0	1.0
WARRES		7381.0		1.0
WARREN-CALDWELL		7382.0		1.0
ANSEL		7383.0		1.0
WARNOCK	3837.0	7384.0	2.0	1.0
WARK	5714.0	7385.0	1.0	1.0
WALLMARK		7386.0		1.0
ANSELMO	8403.0	7387.0	1.0	1.0
WARFORD		7388.0		1.0
ANSZPERGER		7389.0		1.0
ANTAB		7390.0		1.0
WANGMO		7391.0		1.0
WALZER	5723.0	7392.0	1.0	1.0
WALTHER	5725.0	7393.0	1.0	1.0
ANTOINE		7394.0		1.0
WALSH-SNOW	5674.0	7395.0	1.0	1.0
WALSH CONDON	5675.0	7396.0	1.0	1.0
WALSER		7397.0		1.0
WALRATH	5677.0	7398.0	1.0	1.0
WALMSLEY		7399.0		1.0
WACHTER		7400.0		1.0
WACHENHEIM		7401.0		1.0
VITTAL		7402.0		1.0
WAAGEN	5530.0	7403.0	1.0	1.0
VON BRAUN		7404.0		1.0
ARCHARD		7405.0		1.0
VOLPI		7406.0		1.0
ARCHIBALD	4507.0	7407.0	2.0	1.0
VOLOSHINA	5507.0	7408.0	1.0	1.0
ARCILA		7409.0		1.0
VOLLOR		7410.0		1.0
VOLLMER		7411.0		1.0
VOLKOVA		7412.0		1.0
VOLKOV	5513.0	7413.0	1.0	1.0
VOLK		7414.0		1.0
VOLAITIS	5583.0	7415.0	1.0	1.0
ARCUS	8388.0	7416.0	1.0	1.0
VOGMAN	5585.0	7417.0	1.0	1.0
ARDOLINO		7418.0		1.0
VOGAN	4362.0	7419.0	2.0	1.0
ARENAS		7420.0		1.0
ARENBERG		7421.0		1.0
VLAMAKIS		7422.0		1.0
VLAHAKIS		7423.0		1.0
ARENBURG	8382.0	7424.0	1.0	1.0
VLACHOS	5594.0	7425.0	1.0	1.0
VIZANIARIS	5596.0	7426.0	1.0	1.0
VIVONA		7427.0		1.0
VIVIER	5597.0	7428.0	1.0	1.0
VIVENZIO		7429.0		1.0
ARENELLA	4669.0	7430.0	2.0	1.0
AREVALO-VIRGIL		7431.0		1.0
AREZZO	4597.0	7432.0	2.0	1.0
ARCHAMBEAULT		7433.0		1.0
VON HEIN	877.0	7434.0	5.0	1.0
VON POSTEN		7435.0		1.0
VOYMAS		7436.0		1.0
VUORENMAA		7437.0		1.0
ARAGONCILLO		7438.0		1.0
VUKOVIC		7439.0		1.0
ARAIA		7440.0		1.0
VUJINIC		7441.0		1.0
VU		7442.0		1.0
ARAKELIAN	4558.0	7443.0	2.0	1.0
ARAKELYAN		7444.0		1.0
VRANEY		7445.0		1.0
VRANCEANU		7446.0		1.0
ARATA		7447.0		1.0
VOZILA		7448.0		1.0
ARATYN		7449.0		1.0
ARAUJO		7450.0		1.0
VON SCHACK		7451.0		1.0
VOTTO		7452.0		1.0
ARAVANTINOS		7453.0		1.0
ARBIA-SCOTT	8390.0	7454.0	1.0	1.0
ARBULU		7455.0		1.0
VOSNAKIS	1609.0	7456.0	4.0	1.0
VORCE	1642.0	7457.0	3.0	1.0
VONSTACKELBERG		7458.0		1.0
VONHEIN		7459.0		1.0
VONALLWORDEN	5515.0	7460.0	1.0	1.0
VON-HELFENSTEIN		7461.0		1.0
ARCH	8389.0	7462.0	1.0	1.0
VON TERSCH	5495.0	7463.0	1.0	1.0
VON STETTEN		7464.0		1.0
VARDAPETYAN		7465.0		1.0
VARBAN	5127.0	7466.0	1.0	1.0
VARALLO	2224.0	7467.0	3.0	1.0
TUAKLI		7468.0		1.0
AYALA-SANTIAGO		7469.0		1.0
TUSTISON		7470.0		1.0
TURNBULL	4204.0	7471.0	2.0	1.0
TURNBAUGH		7472.0		1.0
TURNAN	4201.0	7473.0	2.0	1.0
TURKINGTON		7474.0		1.0
TURKEWITZ		7475.0		1.0
TURKALL	4200.0	7476.0	2.0	1.0
TURK	4198.0	7477.0	2.0	1.0
TURICCHIA		7478.0		1.0
TURI		7479.0		1.0
TURER		7480.0		1.0
AYAZ		7481.0		1.0
AYDIN		7482.0		1.0
TUNGSIRIPAT		7483.0		1.0
TUNG		7484.0		1.0
AYOTTE		7485.0		1.0
AYRES		7486.0		1.0
AYTAR		7487.0		1.0
TULCHINSKY	6597.0	7488.0	1.0	1.0
TUFTS		7489.0		1.0
TUFANKJIAN	6596.0	7490.0	1.0	1.0
AYYSOLA		7491.0		1.0
TUCK	6595.0	7492.0	1.0	1.0
TUCHAPSKY		7493.0		1.0
TUCCITTO	6593.0	7494.0	1.0	1.0
TUCCILLO	6585.0	7495.0	1.0	1.0
TUCCIARONE		7496.0		1.0
AZEVEDO		7497.0		1.0
AXTMAN	4503.0	7498.0	2.0	1.0
TUYEN		7499.0		1.0
TWADDELL	5086.0	7500.0	1.0	1.0
TYPROWICZ-COHEN		7501.0		1.0
UEBELHART		7502.0		1.0
UDOMPRASERT		7503.0		1.0
UDICS	5116.0	7504.0	1.0	1.0
UDANI		7505.0		1.0
UCRAN		7506.0		1.0
UCCI		7507.0		1.0
AVER	8329.0	7508.0	1.0	1.0
UBERTI	5117.0	7509.0	1.0	1.0
AVETISYAN		7510.0		1.0
TZEVELEKAKIS	4179.0	7511.0	2.0	1.0
AVILES	8327.0	7512.0	1.0	1.0
TYSKO		7513.0		1.0
AVOLA		7514.0		1.0
TYNER		7515.0		1.0
TWAROG		7516.0		1.0
TYNAN		7517.0		1.0
TYMCHAK		7518.0		1.0
TYMAN		7519.0		1.0
TYLEC		7520.0		1.0
TYLANDER		7521.0		1.0
AVOTS	8326.0	7522.0	1.0	1.0
TYBURSKI		7523.0		1.0
AXELROD		7524.0		1.0
AXMAN		7525.0		1.0
TWIRAGA		7526.0		1.0
TWENTE		7527.0		1.0
TWEEDY		7528.0		1.0
TWEEDELL		7529.0		1.0
TUBBS		7530.0		1.0
AZKUNAGA		7531.0		1.0
AVAULT	8330.0	7532.0	1.0	1.0
AZNAVORIAN	4515.0	7533.0	2.0	1.0
TROYANKER	6559.0	7534.0	1.0	1.0
TROY		7535.0		1.0
BABOIN		7536.0		1.0
TROUT	6557.0	7537.0	1.0	1.0
BABONIS		7538.0		1.0
TROTT		7539.0		1.0
TROTMAN		7540.0		1.0
TRONSKY		7541.0		1.0
TROISI	6552.0	7542.0	1.0	1.0
TROHA		7543.0		1.0
BACHAND		7544.0		1.0
TRIVEDI	6547.0	7545.0	1.0	1.0
BACHANOWSKI		7546.0		1.0
TRISCHITTA	4264.0	7547.0	2.0	1.0
BACHE		7548.0		1.0
TRIPATHY		7549.0		1.0
BACHINI	8364.0	7550.0	1.0	1.0
TRINH		7551.0		1.0
BACHMAN		7552.0		1.0
TRIKOLIDIS		7553.0		1.0
TRIGO		7554.0		1.0
TRIFONOV	6563.0	7555.0	1.0	1.0
TRIEFF		7556.0		1.0
TRIEDMAN	6574.0	7557.0	1.0	1.0
TRIANDOPOULOS		7558.0		1.0
TRIA		7559.0		1.0
TREXLER	6581.0	7560.0	1.0	1.0
TREVORROW		7561.0		1.0
TREVENS		7562.0		1.0
BABLOUZIAN	8367.0	7563.0	1.0	1.0
TRUEB		7564.0		1.0
TRUELOVE		7565.0		1.0
TSEDON		7566.0		1.0
